Number;DepartureTime;DayOfWeek;From;To;Type
43;20.03.2016 21:41;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
43;20.03.2016 21:49;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
43;20.03.2016 21:56;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
43;20.03.2016 22:05;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
43;20.03.2016 22:13;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
43;20.03.2016 22:22;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
43;20.03.2016 22:32;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
43;20.03.2016 22:40;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
43;20.03.2016 22:58;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
43;20.03.2016 23:16;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
43;20.03.2016 23:34;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
43;20.03.2016 23:56;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
43;20.03.2016 0:15;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
43;20.03.2016 6:11;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 6:33;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 6:53;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 7:13;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 7:32;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 7:50;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 8:09;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 8:23;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 8:37;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 8:51;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 9:05;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 9:21;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 9:37;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 9:53;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 10:11;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 10:29;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 10:45;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 10:59;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 11:13;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 11:27;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 11:41;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 11:55;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 12:09;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 12:23;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 12:37;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 12:51;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 13:05;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 13:19;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 13:33;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 13:46;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 13:59;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 14:11;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 14:24;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 14:37;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 14:50;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 15:02;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 15:14;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 15:26;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 15:39;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 15:52;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 16:05;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 16:17;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 16:30;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 16:43;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 16:56;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 17:10;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 17:25;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 17:40;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 17:55;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 18:11;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 18:27;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 18:45;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 19:01;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 19:16;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 19:31;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 19:46;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 20:01;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 20:15;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 20:29;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 20:43;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 20:59;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 21:15;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 21:26;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 21:39;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 21:51;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 22:03;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 22:15;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 22:27;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 22:38;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 22:50;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 23:12;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 23:35;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 23:58;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 0:22;СБ;Спутник;Кирпичная улица;Tram
43;20.03.2016 6:11;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 6:33;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 6:53;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 7:13;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 7:31;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 7:50;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 8:09;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 8:23;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 8:37;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 8:51;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 9:05;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 9:21;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 9:37;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 9:55;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 10:13;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 10:29;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 10:45;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 11:02;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 11:19;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 11:36;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 11:53;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 12:10;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 12:24;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 12:38;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 12:53;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 13:09;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 13:25;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 13:41;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 13:56;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 14:11;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 14:26;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 14:42;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 14:55;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 15:09;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 15:23;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 15:37;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 15:51;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 16:05;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 16:19;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 16:33;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 16:47;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 17:01;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 17:16;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 17:31;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 17:47;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 18:03;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 18:21;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 18:39;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 18:57;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 19:14;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 19:30;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 19:46;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 20:02;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 20:21;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 20:40;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 21:04;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 21:13;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 21:26;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 21:38;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 21:51;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 22:03;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 22:16;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 22:28;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 22:40;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 23:05;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 23:29;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 23:54;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 0:13;ВС;Спутник;Кирпичная улица;Tram
43;20.03.2016 5:35;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 5:51;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 6:06;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 6:22;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 6:37;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 6:45;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 6:52;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 7:00;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 7:08;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 7:18;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 7:28;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 7:37;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 7:45;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 7:57;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 8:08;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 8:18;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 8:27;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 8:36;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 8:45;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 8:53;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 9:02;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 9:10;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 9:19;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 9:29;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 9:40;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 9:51;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 10:03;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 10:14;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 10:26;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 10:38;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 10:49;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 11:01;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 11:12;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 11:23;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 11:36;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 11:50;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 12:04;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 12:19;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 12:34;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 12:49;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 13:04;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 13:19;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 13:34;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 13:49;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 14:01;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 14:13;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 14:26;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 14:38;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 14:50;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 15:03;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 15:17;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 15:32;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 15:48;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 16:02;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 16:15;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 16:26;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 16:36;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 16:46;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 16:56;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 17:06;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 17:15;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 17:24;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 17:34;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 17:43;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 17:52;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 18:02;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 18:11;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 18:21;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 18:33;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 18:44;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 18:56;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 19:08;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 19:19;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 19:30;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 19:39;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 19:47;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 19:58;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 20:08;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 20:19;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 20:29;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 20:39;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 20:49;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 20:59;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 21:10;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 21:22;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 21:35;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 21:52;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 22:09;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 22:25;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 22:42;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 23:00;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 23:18;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 23:36;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 23:54;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 0:16;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
43;20.03.2016 5:35;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 5:51;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 6:15;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 6:31;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 6:53;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 7:13;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 7:33;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 7:43;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 7:54;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 8:12;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 8:31;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 8:45;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 8:59;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 9:13;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 9:27;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 9:43;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 9:59;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 10:15;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 10:33;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 10:51;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 11:07;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 11:21;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 11:35;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 11:49;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 12:03;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 12:17;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 12:31;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 12:45;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 12:59;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 13:13;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 13:27;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 13:41;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 13:55;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 14:08;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 14:21;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 14:33;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 14:46;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 14:59;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 15:12;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 15:24;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 15:36;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 15:48;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 16:01;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 16:14;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 16:27;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 16:39;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 16:52;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 17:05;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 17:18;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 17:32;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 17:47;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 18:02;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 18:17;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 18:33;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 18:49;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 19:07;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 19:23;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 19:38;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 19:53;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 20:08;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 20:23;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 20:37;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 20:51;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 21:05;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 21:19;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 21:35;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 21:59;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 22:23;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 22:47;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 23:10;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 23:32;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 23:55;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 0:18;СБ;Кирпичная улица;Спутник;Tram
43;20.03.2016 5:35;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 5:55;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 6:15;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 6:31;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 6:53;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 7:13;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 7:33;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 7:53;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 8:12;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 8:31;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 8:45;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 8:59;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 9:13;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 9:27;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 9:43;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 9:59;ВС;Кирпичная улица;Спутник;Tram
43;20.03.2016 10:17;ВС;Кирпичная улица;Спутник;Tram
