Number;DepartureTime;DayOfWeek;From;To;Type
32;20.03.2016 13:17;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 13:29;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 13:41;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 13:53;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 14:05;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 14:17;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 14:29;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 14:41;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 14:53;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 15:05;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 15:17;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 15:29;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 15:41;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 15:53;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 16:05;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 17:17;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 16:29;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 16:41;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 16:53;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 17:05;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 17:17;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 17:29;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 17:42;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 17:57;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 18:12;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 18:27;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 18:42;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 18:57;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 19:10;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 19:22;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 19:34;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 19:47;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 20:01;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 20:15;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 20:29;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 20:46;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 21:03;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 21:20;СБ,ВС;Кирпичная улица;Спутник;Tram
